Category,File,JSON_dB,WAV_dB,ΔdB
차량사이렌,1.자동차_70495_1.wav,75,60.87,14.13
차량사이렌,1.자동차_70496_1.wav,75,61.12,13.88
차량사이렌,1.자동차_70497_1.wav,72,55.15,16.85
차량사이렌,1.자동차_70499_1.wav,74,52.03,21.97
차량사이렌,1.자동차_70501_1.wav,74,58.52,15.48
차량사이렌,1.자동차_70502_1.wav,69,56.89,12.11
차량사이렌,1.자동차_70504_1.wav,72,55.38,16.62
차량사이렌,1.자동차_70505_1.wav,75,55.03,19.97
차량사이렌,1.자동차_70506_1.wav,68,59.17,8.83
차량사이렌,1.자동차_70507_1.wav,68,59.2,8.8
차량사이렌,1.자동차_70509_1.wav,71,57.6,13.4
차량사이렌,1.자동차_70510_1.wav,72,57.78,14.22
차량사이렌,1.자동차_70511_1.wav,71,58.32,12.68
차량사이렌,1.자동차_70512_1.wav,75,57.66,17.34
차량사이렌,1.자동차_70513_1.wav,71,52.42,18.58
차량사이렌,1.자동차_70514_1.wav,73,49.66,23.34
차량사이렌,1.자동차_70515_1.wav,71,51.03,19.97
차량사이렌,1.자동차_70516_1.wav,68,50.07,17.93
차량사이렌,1.자동차_70518_1.wav,68,56.98,11.02
차량사이렌,1.자동차_70520_1.wav,74,57.43,16.57
차량사이렌,1.자동차_70521_1.wav,75,66.64,8.36
차량사이렌,1.자동차_70522_1.wav,69,63.51,5.49
차량사이렌,1.자동차_70525_1.wav,75,58.07,16.93
차량사이렌,1.자동차_70526_1.wav,74,49.31,24.69
차량사이렌,1.자동차_70527_1.wav,75,47.9,27.1
차량사이렌,1.자동차_70533_1.wav,69,57.26,11.74
차량사이렌,1.자동차_70538_1.wav,73,57.38,15.62
차량사이렌,1.자동차_70539_1.wav,74,52.36,21.64
차량사이렌,1.자동차_70548_1.wav,71,65.68,5.32
차량사이렌,1.자동차_70551_1.wav,79,64.56,14.44
차량사이렌,1.자동차_70552_1.wav,73,66.85,6.15
차량사이렌,1.자동차_70553_1.wav,69,67.54,1.46
차량사이렌,1.자동차_70554_1.wav,70,66.52,3.48
차량사이렌,1.자동차_70555_1.wav,77,65.32,11.68
차량사이렌,1.자동차_70556_1.wav,109,63.12,45.88
차량사이렌,1.자동차_70557_1.wav,72,60.12,11.88
차량사이렌,1.자동차_70560_1.wav,129,68.74,60.26
차량사이렌,1.자동차_70561_1.wav,96,66.75,29.25
차량사이렌,1.자동차_70563_1.wav,75,58.6,16.4
차량사이렌,1.자동차_70565_1.wav,69,58.38,10.62
차량사이렌,1.자동차_70566_1.wav,86,60.57,25.43
차량사이렌,1.자동차_70567_1.wav,105,63.1,41.9
차량사이렌,1.자동차_70568_1.wav,68,62.56,5.44
차량사이렌,1.자동차_70569_1.wav,105,84.95,20.05
차량사이렌,1.자동차_70570_1.wav,127,85.21,41.79
차량사이렌,1.자동차_70571_1.wav,71,66.05,4.95
차량사이렌,1.자동차_70572_1.wav,101,70.46,30.54
차량사이렌,1.자동차_70573_1.wav,125,72.18,52.82
차량사이렌,1.자동차_70574_1.wav,117,79.03,37.97
차량사이렌,1.자동차_70575_1.wav,85,72.11,12.89
차량사이렌,1.자동차_70576_1.wav,83,76.15,6.85
차량사이렌,1.자동차_70577_1.wav,69,69.18,0.18
차량사이렌,1.자동차_70578_1.wav,73,70.42,2.58
차량사이렌,1.자동차_70581_1.wav,73,65.35,7.65
차량사이렌,1.자동차_70582_1.wav,71,62.8,8.2
차량사이렌,1.자동차_70583_1.wav,75,62.92,12.08
차량사이렌,1.자동차_70584_1.wav,70,65.54,4.46
차량사이렌,1.자동차_70585_1.wav,70,66.0,4.0
차량사이렌,1.자동차_70588_1.wav,71,65.1,5.9
차량사이렌,1.자동차_70590_1.wav,112,71.87,40.13
차량사이렌,1.자동차_70591_1.wav,92,69.69,22.31
차량사이렌,1.자동차_70592_1.wav,77,68.44,8.56
차량사이렌,1.자동차_70593_1.wav,69,70.78,1.78
차량사이렌,1.자동차_70594_1.wav,81,68.46,12.54
차량사이렌,1.자동차_70595_1.wav,88,69.58,18.42
차량사이렌,1.자동차_70596_1.wav,119,71.69,47.31
차량사이렌,1.자동차_70597_1.wav,112,71.51,40.49
차량사이렌,1.자동차_70600_1.wav,113,78.14,34.86
차량사이렌,1.자동차_70601_1.wav,70,70.19,0.19
차량사이렌,1.자동차_70602_1.wav,126,70.92,55.08
차량사이렌,1.자동차_70603_1.wav,125,71.27,53.73
차량사이렌,1.자동차_70604_1.wav,110,71.23,38.77
차량사이렌,1.자동차_70605_1.wav,116,74.99,41.01
차량사이렌,1.자동차_70606_1.wav,112,73.75,38.25
차량사이렌,1.자동차_70607_1.wav,74,65.87,8.13
차량사이렌,1.자동차_70608_1.wav,68,62.34,5.66
차량사이렌,1.자동차_70609_1.wav,71,64.77,6.23
차량사이렌,1.자동차_70611_1.wav,117,67.11,49.89
차량사이렌,1.자동차_70612_1.wav,74,68.76,5.24
차량사이렌,1.자동차_70613_1.wav,68,65.58,2.42
차량사이렌,1.자동차_70614_1.wav,106,72.8,33.2
차량사이렌,1.자동차_70615_1.wav,81,69.13,11.87
차량사이렌,1.자동차_70616_1.wav,98,72.34,25.66
차량사이렌,1.자동차_70619_1.wav,71,66.98,4.02
차량사이렌,1.자동차_70621_1.wav,115,70.37,44.63
차량사이렌,1.자동차_70622_1.wav,71,65.3,5.7
차량사이렌,1.자동차_70623_1.wav,70,71.67,1.67
차량사이렌,1.자동차_70624_1.wav,69,70.51,1.51
차량사이렌,1.자동차_70625_1.wav,73,63.82,9.18
차량사이렌,1.자동차_70627_1.wav,70,69.49,0.51
차량사이렌,1.자동차_70628_1.wav,71,68.8,2.2
차량사이렌,1.자동차_70629_1.wav,98,69.55,28.45
차량사이렌,1.자동차_70631_1.wav,72,69.07,2.93
차량사이렌,1.자동차_70632_1.wav,72,66.61,5.39
차량사이렌,1.자동차_70633_1.wav,104,76.35,27.65
차량사이렌,1.자동차_70634_1.wav,79,68.02,10.98
차량사이렌,1.자동차_70635_1.wav,72,68.8,3.2
차량사이렌,1.자동차_70636_1.wav,77,70.49,6.51
차량사이렌,1.자동차_70637_1.wav,70,66.68,3.32
차량사이렌,1.자동차_70638_1.wav,71,66.38,4.62
차량사이렌,1.자동차_70639_1.wav,68,65.41,2.59
차량사이렌,1.자동차_70641_1.wav,71,62.58,8.42
차량사이렌,1.자동차_70643_1.wav,73,64.88,8.12
차량사이렌,1.자동차_70645_1.wav,110,70.11,39.89
차량사이렌,1.자동차_70646_1.wav,74,68.93,5.07
차량사이렌,1.자동차_70647_1.wav,71,61.49,9.51
차량사이렌,1.자동차_70648_1.wav,71,66.56,4.44
차량사이렌,1.자동차_70649_1.wav,75,66.12,8.88
차량사이렌,1.자동차_70650_1.wav,86,67.79,18.21
차량사이렌,1.자동차_70651_1.wav,68,60.96,7.04
차량사이렌,1.자동차_70652_1.wav,74,66.89,7.11
차량사이렌,1.자동차_70653_1.wav,110,68.96,41.04
차량사이렌,1.자동차_70654_1.wav,114,73.63,40.37
차량사이렌,1.자동차_70655_1.wav,69,68.06,0.94
차량사이렌,1.자동차_70656_1.wav,128,72.32,55.68
차량사이렌,1.자동차_70657_1.wav,109,71.41,37.59
차량사이렌,1.자동차_70660_1.wav,72,65.7,6.3
차량사이렌,1.자동차_70661_1.wav,86,66.24,19.76
차량사이렌,1.자동차_70662_1.wav,70,69.49,0.51
차량사이렌,1.자동차_70663_1.wav,96,64.92,31.08
차량사이렌,1.자동차_70665_1.wav,71,60.08,10.92
차량사이렌,1.자동차_70666_1.wav,72,66.39,5.61
차량사이렌,1.자동차_70667_1.wav,100,65.76,34.24
차량사이렌,1.자동차_70670_1.wav,72,68.05,3.95
차량사이렌,1.자동차_70671_1.wav,94,70.71,23.29
차량사이렌,1.자동차_70672_1.wav,118,77.19,40.81
차량사이렌,1.자동차_70674_1.wav,71,68.36,2.64
차량사이렌,1.자동차_70675_1.wav,111,72.48,38.52
차량사이렌,1.자동차_70676_1.wav,74,67.98,6.02
차량사이렌,1.자동차_70677_1.wav,73,66.59,6.41
차량사이렌,1.자동차_70679_1.wav,70,61.99,8.01
차량사이렌,1.자동차_70680_1.wav,71,53.45,17.55
차량사이렌,1.자동차_70683_1.wav,70,63.73,6.27
차량사이렌,1.자동차_70684_1.wav,74,61.1,12.9
차량사이렌,1.자동차_70685_1.wav,73,58.39,14.61
차량사이렌,1.자동차_70687_1.wav,68,60.95,7.05
차량사이렌,1.자동차_70688_1.wav,75,61.23,13.77
차량사이렌,1.자동차_70690_1.wav,71,60.0,11.0
차량사이렌,1.자동차_70691_1.wav,71,62.08,8.92
차량사이렌,1.자동차_70692_1.wav,68,62.1,5.9
차량사이렌,1.자동차_70693_1.wav,69,59.08,9.92
차량사이렌,1.자동차_70694_1.wav,75,57.77,17.23
차량사이렌,1.자동차_70695_1.wav,68,57.05,10.95
차량사이렌,1.자동차_70696_1.wav,73,54.84,18.16
차량사이렌,1.자동차_70697_1.wav,70,60.02,9.98
차량사이렌,1.자동차_70699_1.wav,103,75.05,27.95
차량사이렌,1.자동차_70701_1.wav,69,62.31,6.69
차량사이렌,1.자동차_70702_1.wav,69,57.14,11.86
차량사이렌,1.자동차_70703_1.wav,69,59.13,9.87
차량사이렌,1.자동차_70704_1.wav,70,53.32,16.68
차량사이렌,1.자동차_70707_1.wav,73,57.33,15.67
차량사이렌,1.자동차_70709_1.wav,68,63.96,4.04
차량사이렌,1.자동차_70710_1.wav,70,62.16,7.84
차량사이렌,1.자동차_70712_1.wav,76,65.01,10.99
차량사이렌,1.자동차_70713_1.wav,69,73.37,4.37
차량사이렌,1.자동차_70714_1.wav,72,72.53,0.53
차량사이렌,1.자동차_70715_1.wav,72,70.73,1.27
차량사이렌,1.자동차_70716_1.wav,105,72.66,32.34
차량사이렌,1.자동차_70717_1.wav,111,68.63,42.37
차량사이렌,1.자동차_70718_1.wav,73,62.4,10.6
차량사이렌,1.자동차_70719_1.wav,75,61.69,13.31
차량사이렌,1.자동차_70720_1.wav,95,62.16,32.84
차량사이렌,1.자동차_70721_1.wav,71,55.52,15.48
차량사이렌,1.자동차_70722_1.wav,71,60.55,10.45
차량사이렌,1.자동차_70723_1.wav,74,60.24,13.76
차량사이렌,1.자동차_70724_1.wav,75,67.49,7.51
차량사이렌,1.자동차_70725_1.wav,73,63.79,9.21
차량사이렌,1.자동차_70726_1.wav,112,75.6,36.4
차량사이렌,1.자동차_70728_1.wav,104,70.99,33.01
차량사이렌,1.자동차_70729_1.wav,119,72.82,46.18
차량사이렌,1.자동차_70730_1.wav,71,64.12,6.88
차량사이렌,1.자동차_70732_1.wav,73,56.08,16.92
차량사이렌,1.자동차_70733_1.wav,71,53.1,17.9
차량사이렌,1.자동차_70734_1.wav,69,56.71,12.29
차량사이렌,1.자동차_70735_1.wav,75,57.75,17.25
차량사이렌,1.자동차_70737_1.wav,75,54.34,20.66
차량사이렌,1.자동차_70738_1.wav,72,55.93,16.07
차량사이렌,1.자동차_70739_1.wav,68,57.57,10.43
차량사이렌,1.자동차_70740_1.wav,68,59.26,8.74
차량사이렌,1.자동차_70743_1.wav,71,58.14,12.86
차량사이렌,1.자동차_70745_1.wav,74,56.8,17.2
차량사이렌,1.자동차_70746_1.wav,69,53.44,15.56
차량사이렌,1.자동차_70747_1.wav,72,55.36,16.64
차량사이렌,1.자동차_70749_1.wav,69,54.18,14.82
차량사이렌,1.자동차_70751_1.wav,71,56.93,14.07
차량사이렌,1.자동차_70768_1.wav,74,48.65,25.35
차량사이렌,1.자동차_70769_1.wav,75,54.55,20.45
차량사이렌,1.자동차_70770_1.wav,75,55.12,19.88
차량사이렌,1.자동차_70772_1.wav,73,55.67,17.33
차량사이렌,1.자동차_70773_1.wav,73,55.96,17.04
차량사이렌,1.자동차_70776_1.wav,74,48.42,25.58
차량사이렌,1.자동차_70777_1.wav,70,51.48,18.52
차량사이렌,1.자동차_70778_1.wav,69,49.69,19.31
차량사이렌,1.자동차_70779_1.wav,108,69.71,38.29
차량사이렌,1.자동차_70783_1.wav,113,72.88,40.12
차량사이렌,1.자동차_70790_1.wav,122,71.55,50.45
차량사이렌,1.자동차_70792_1.wav,70,67.03,2.97
차량사이렌,1.자동차_70793_1.wav,71,64.6,6.4
차량사이렌,1.자동차_70798_1.wav,127,73.05,53.95
차량사이렌,1.자동차_70801_1.wav,72,60.24,11.76
차량사이렌,1.자동차_70803_1.wav,68,64.97,3.03
차량사이렌,1.자동차_70804_1.wav,105,68.89,36.11
차량사이렌,1.자동차_70807_1.wav,120,69.98,50.02
차량사이렌,1.자동차_70810_1.wav,76,65.34,10.66
차량사이렌,1.자동차_70817_1.wav,123,69.65,53.35
차량사이렌,1.자동차_70818_1.wav,100,68.22,31.78
차량사이렌,1.자동차_70819_1.wav,77,69.83,7.17
차량사이렌,1.자동차_70820_1.wav,115,68.43,46.57
차량사이렌,1.자동차_70821_1.wav,72,62.34,9.66
차량사이렌,1.자동차_70822_1.wav,73,66.36,6.64
차량사이렌,1.자동차_70823_1.wav,127,73.49,53.51
차량사이렌,1.자동차_70825_1.wav,72,66.35,5.65
차량사이렌,1.자동차_70826_1.wav,124,73.68,50.32
차량사이렌,1.자동차_70827_1.wav,78,68.72,9.28
차량사이렌,1.자동차_70829_1.wav,119,74.04,44.96
차량사이렌,1.자동차_70830_1.wav,70,60.78,9.22
차량사이렌,1.자동차_70832_1.wav,87,71.26,15.74
차량사이렌,1.자동차_70833_1.wav,78,64.86,13.14
차량사이렌,1.자동차_70835_1.wav,72,63.72,8.28
차량사이렌,1.자동차_70836_1.wav,70,61.06,8.94
차량사이렌,1.자동차_70837_1.wav,76,66.26,9.74
차량사이렌,1.자동차_70838_1.wav,68,60.5,7.5
차량사이렌,1.자동차_70840_1.wav,69,63.29,5.71
차량사이렌,1.자동차_70842_1.wav,72,67.18,4.82
차량사이렌,1.자동차_70843_1.wav,70,62.76,7.24
차량사이렌,1.자동차_70844_1.wav,68,64.94,3.06
차량사이렌,1.자동차_70845_1.wav,70,64.6,5.4
차량사이렌,1.자동차_70856_1.wav,69,63.47,5.53
차량사이렌,1.자동차_70859_1.wav,101,69.37,31.63
차량사이렌,1.자동차_70860_1.wav,105,66.98,38.02
차량사이렌,1.자동차_70861_1.wav,77,66.96,10.04
차량사이렌,1.자동차_70862_1.wav,125,70.99,54.01
차량사이렌,1.자동차_70863_1.wav,70,63.09,6.91
차량사이렌,1.자동차_70866_1.wav,73,59.43,13.57
차량사이렌,1.자동차_70867_1.wav,75,57.65,17.35
차량사이렌,1.자동차_70868_1.wav,70,61.01,8.99
차량사이렌,1.자동차_70871_1.wav,74,64.53,9.47
차량사이렌,1.자동차_70872_1.wav,74,62.86,11.14
차량사이렌,1.자동차_70874_1.wav,87,62.21,24.79
차량사이렌,1.자동차_70875_1.wav,75,63.07,11.93
차량사이렌,1.자동차_70876_1.wav,74,58.28,15.72
차량사이렌,1.자동차_70877_1.wav,68,58.15,9.85
차량사이렌,1.자동차_70878_1.wav,75,62.38,12.62
차량사이렌,1.자동차_70882_1.wav,71,61.33,9.67
차량사이렌,1.자동차_70883_1.wav,78,71.1,6.9
차량사이렌,1.자동차_70884_1.wav,89,70.89,18.11
차량사이렌,1.자동차_70886_1.wav,109,81.34,27.66
차량사이렌,1.자동차_70888_1.wav,81,65.92,15.08
차량사이렌,1.자동차_70890_1.wav,118,82.79,35.21
차량사이렌,1.자동차_70892_1.wav,108,76.34,31.66
차량사이렌,1.자동차_70894_1.wav,68,63.51,4.49
차량사이렌,1.자동차_70895_1.wav,69,64.05,4.95
차량사이렌,1.자동차_70897_1.wav,78,64.15,13.85
차량사이렌,1.자동차_70898_1.wav,120,80.14,39.86
차량사이렌,1.자동차_70899_1.wav,107,81.31,25.69
차량사이렌,1.자동차_70900_1.wav,84,71.54,12.46
차량사이렌,1.자동차_70901_1.wav,70,63.57,6.43
차량사이렌,1.자동차_70902_1.wav,70,64.44,5.56
차량사이렌,1.자동차_70903_1.wav,68,64.52,3.48
차량사이렌,1.자동차_70904_1.wav,75,63.4,11.6
차량사이렌,1.자동차_70905_1.wav,72,66.47,5.53
차량사이렌,1.자동차_70906_1.wav,74,66.44,7.56
차량사이렌,1.자동차_70909_1.wav,107,74.76,32.24
차량사이렌,1.자동차_70910_1.wav,127,78.21,48.79
차량사이렌,1.자동차_70912_1.wav,108,70.12,37.88
차량사이렌,1.자동차_70913_1.wav,119,76.44,42.56
차량사이렌,1.자동차_70914_1.wav,115,74.98,40.02
차량사이렌,1.자동차_70915_1.wav,121,74.77,46.23
차량사이렌,1.자동차_70916_1.wav,72,64.91,7.09
차량사이렌,1.자동차_70917_1.wav,113,74.18,38.82
차량사이렌,1.자동차_70918_1.wav,104,79.9,24.1
차량사이렌,1.자동차_70919_1.wav,113,73.34,39.66
차량사이렌,1.자동차_70920_1.wav,104,77.53,26.47
차량사이렌,1.자동차_70921_1.wav,122,76.2,45.8
차량사이렌,1.자동차_70924_1.wav,119,76.3,42.7
차량사이렌,1.자동차_70926_1.wav,104,74.99,29.01
차량사이렌,1.자동차_70927_1.wav,125,77.58,47.42
차량사이렌,1.자동차_70928_1.wav,88,65.28,22.72
차량사이렌,1.자동차_70929_1.wav,111,72.51,38.49
차량사이렌,1.자동차_70930_1.wav,124,71.42,52.58
차량사이렌,1.자동차_70931_1.wav,118,71.87,46.13
차량사이렌,1.자동차_70933_1.wav,116,74.01,41.99
차량사이렌,1.자동차_70934_1.wav,89,67.33,21.67
차량사이렌,1.자동차_70936_1.wav,108,75.17,32.83
차량사이렌,1.자동차_70937_1.wav,111,77.11,33.89
차량사이렌,1.자동차_70941_1.wav,130,71.36,58.64
차량사이렌,1.자동차_70942_1.wav,75,68.4,6.6
차량사이렌,1.자동차_70943_1.wav,111,70.78,40.22
차량사이렌,1.자동차_70944_1.wav,68,65.74,2.26
차량사이렌,1.자동차_70945_1.wav,76,66.32,9.68
차량사이렌,1.자동차_70947_1.wav,104,65.13,38.87
차량사이렌,1.자동차_70949_1.wav,73,67.44,5.56
차량사이렌,1.자동차_70950_1.wav,74,65.07,8.93
차량사이렌,1.자동차_70953_1.wav,92,68.46,23.54
차량사이렌,1.자동차_70954_1.wav,92,69.08,22.92
차량사이렌,1.자동차_70955_1.wav,122,68.32,53.68
차량사이렌,1.자동차_70956_1.wav,106,73.74,32.26
차량사이렌,1.자동차_70957_1.wav,118,70.49,47.51
차량사이렌,1.자동차_70958_1.wav,73,66.58,6.42
차량사이렌,1.자동차_70959_1.wav,123,71.44,51.56
차량사이렌,1.자동차_70960_1.wav,124,78.09,45.91
차량사이렌,1.자동차_70961_1.wav,68,73.37,5.37
차량사이렌,1.자동차_70962_1.wav,77,73.51,3.49
차량사이렌,1.자동차_70964_1.wav,75,71.92,3.08
차량사이렌,1.자동차_70966_1.wav,83,71.02,11.98
차량사이렌,1.자동차_70967_1.wav,84,71.3,12.7
차량사이렌,1.자동차_70969_1.wav,124,76.89,47.11
차량사이렌,1.자동차_70970_1.wav,120,78.79,41.21
차량사이렌,1.자동차_70971_1.wav,73,68.06,4.94
차량사이렌,1.자동차_70972_1.wav,70,68.18,1.82
차량사이렌,1.자동차_70973_1.wav,68,72.15,4.15
차량사이렌,1.자동차_70974_1.wav,74,70.02,3.98
차량사이렌,1.자동차_70975_1.wav,90,71.74,18.26
차량사이렌,1.자동차_70976_1.wav,100,81.5,18.5
차량사이렌,1.자동차_70977_1.wav,108,80.32,27.68
차량사이렌,1.자동차_70978_1.wav,125,78.31,46.69
차량사이렌,1.자동차_70979_1.wav,126,76.22,49.78
차량사이렌,1.자동차_70980_1.wav,104,74.68,29.32
차량사이렌,1.자동차_70981_1.wav,94,74.15,19.85
차량사이렌,1.자동차_70982_1.wav,112,76.82,35.18
차량사이렌,1.자동차_70983_1.wav,110,78.09,31.91
차량사이렌,1.자동차_70984_1.wav,71,73.44,2.44
차량사이렌,1.자동차_70985_1.wav,94,76.16,17.84
차량사이렌,1.자동차_70986_1.wav,123,80.14,42.86
차량사이렌,1.자동차_70987_1.wav,97,75.09,21.91
차량사이렌,1.자동차_70988_1.wav,125,75.67,49.33
차량사이렌,1.자동차_70989_1.wav,83,67.4,15.6
차량사이렌,1.자동차_70990_1.wav,83,67.4,15.6
차량사이렌,1.자동차_70991_1.wav,123,67.34,55.66
차량사이렌,1.자동차_70992_1.wav,125,68.64,56.36
차량사이렌,1.자동차_70993_1.wav,101,75.0,26.0
차량사이렌,1.자동차_70994_1.wav,100,73.01,26.99
차량사이렌,1.자동차_70995_1.wav,111,71.63,39.37
차량사이렌,1.자동차_70996_1.wav,130,73.61,56.39
차량사이렌,1.자동차_70997_1.wav,130,70.68,59.32
차량사이렌,1.자동차_70998_1.wav,113,75.88,37.12
차량사이렌,1.자동차_70999_1.wav,110,73.58,36.42
차량사이렌,1.자동차_71000_1.wav,118,73.08,44.92
차량사이렌,1.자동차_71001_1.wav,119,72.63,46.37
차량사이렌,1.자동차_71002_1.wav,115,78.4,36.6
차량사이렌,1.자동차_71003_1.wav,119,77.26,41.74
차량사이렌,1.자동차_71004_1.wav,85,68.6,16.4
차량사이렌,1.자동차_71005_1.wav,112,77.7,34.3
차량사이렌,1.자동차_71006_1.wav,103,74.97,28.03
차량사이렌,1.자동차_71007_1.wav,121,75.39,45.61
차량사이렌,1.자동차_71009_1.wav,113,70.91,42.09
차량사이렌,1.자동차_71010_1.wav,122,70.87,51.13
차량사이렌,1.자동차_71011_1.wav,122,68.14,53.86
차량사이렌,1.자동차_71013_1.wav,92,69.06,22.94
차량사이렌,1.자동차_71016_1.wav,114,71.75,42.25
차량사이렌,1.자동차_71017_1.wav,108,72.58,35.42
차량사이렌,1.자동차_71018_1.wav,116,74.39,41.61
차량사이렌,1.자동차_71020_1.wav,82,67.12,14.88
차량사이렌,1.자동차_71021_1.wav,71,64.08,6.92
차량사이렌,1.자동차_71022_1.wav,70,63.0,7.0
차량사이렌,1.자동차_71024_1.wav,77,66.65,10.35
차량사이렌,1.자동차_71025_1.wav,68,62.72,5.28
차량사이렌,1.자동차_71026_1.wav,69,64.0,5.0
차량사이렌,1.자동차_71027_1.wav,74,62.85,11.15
차량사이렌,1.자동차_71028_1.wav,120,71.37,48.63
차량사이렌,1.자동차_71030_1.wav,72,66.57,5.43
차량사이렌,1.자동차_71031_1.wav,69,68.64,0.36
차량사이렌,1.자동차_71032_1.wav,70,67.72,2.28
차량사이렌,1.자동차_71033_1.wav,101,68.95,32.05
차량사이렌,1.자동차_71034_1.wav,72,65.23,6.77
차량사이렌,1.자동차_71036_1.wav,75,62.61,12.39
차량사이렌,1.자동차_71037_1.wav,75,60.99,14.01
차량사이렌,1.자동차_71038_1.wav,77,64.36,12.64
차량사이렌,1.자동차_71039_1.wav,104,67.76,36.24
차량사이렌,1.자동차_71040_1.wav,90,63.88,26.12
차량사이렌,1.자동차_71041_1.wav,121,70.88,50.12
차량사이렌,1.자동차_71042_1.wav,68,64.23,3.77
차량사이렌,1.자동차_71044_1.wav,118,73.56,44.44
차량사이렌,1.자동차_71045_1.wav,96,68.02,27.98
차량사이렌,1.자동차_71046_1.wav,101,77.72,23.28
차량사이렌,1.자동차_71047_1.wav,71,65.2,5.8
차량사이렌,1.자동차_71048_1.wav,73,61.8,11.2
차량사이렌,1.자동차_71049_1.wav,118,79.88,38.12
차량사이렌,1.자동차_71050_1.wav,87,69.88,17.12
차량사이렌,1.자동차_71051_1.wav,110,71.79,38.21
차량사이렌,1.자동차_71052_1.wav,102,76.87,25.13
차량사이렌,1.자동차_71054_1.wav,125,71.19,53.81
차량사이렌,1.자동차_71055_1.wav,125,72.65,52.35
차량사이렌,1.자동차_71056_1.wav,81,68.76,12.24
차량사이렌,1.자동차_71057_1.wav,111,69.07,41.93
차량사이렌,1.자동차_71058_1.wav,81,68.44,12.56
차량사이렌,1.자동차_71059_1.wav,112,70.12,41.88
차량사이렌,1.자동차_71061_1.wav,86,69.42,16.58
차량사이렌,1.자동차_71064_1.wav,108,76.92,31.08
차량사이렌,1.자동차_71065_1.wav,75,63.86,11.14
차량사이렌,1.자동차_71067_1.wav,71,58.75,12.25
차량사이렌,1.자동차_71068_1.wav,69,67.38,1.62
차량사이렌,1.자동차_71069_1.wav,121,78.24,42.76
차량사이렌,1.자동차_71070_1.wav,108,76.95,31.05
차량사이렌,1.자동차_71071_1.wav,82,69.59,12.41
차량사이렌,1.자동차_71072_1.wav,74,68.6,5.4
차량사이렌,1.자동차_71073_1.wav,69,69.44,0.44
차량사이렌,1.자동차_71074_1.wav,71,69.9,1.1
차량사이렌,1.자동차_71075_1.wav,120,74.38,45.62
차량사이렌,1.자동차_71076_1.wav,110,69.7,40.3
차량사이렌,1.자동차_71077_1.wav,127,73.62,53.38
차량사이렌,1.자동차_71078_1.wav,81,72.32,8.68
차량사이렌,1.자동차_71080_1.wav,94,74.35,19.65
차량사이렌,1.자동차_71081_1.wav,75,65.33,9.67
차량사이렌,1.자동차_71082_1.wav,101,75.12,25.88
차량사이렌,1.자동차_71083_1.wav,71,70.56,0.44
차량사이렌,1.자동차_71084_1.wav,100,75.26,24.74
차량사이렌,1.자동차_71086_1.wav,109,71.8,37.2
차량사이렌,1.자동차_71087_1.wav,116,71.61,44.39
차량사이렌,1.자동차_71088_1.wav,106,71.96,34.04
차량사이렌,1.자동차_71089_1.wav,104,71.55,32.45
차량사이렌,1.자동차_71090_1.wav,74,70.64,3.36
차량사이렌,1.자동차_71091_1.wav,103,73.82,29.18
차량사이렌,1.자동차_71092_1.wav,75,72.46,2.54
차량사이렌,1.자동차_71093_1.wav,118,73.97,44.03
차량사이렌,1.자동차_71094_1.wav,113,76.61,36.39
차량사이렌,1.자동차_71097_1.wav,92,65.51,26.49
차량사이렌,1.자동차_71098_1.wav,126,70.88,55.12
차량사이렌,1.자동차_71099_1.wav,125,73.22,51.78
차량사이렌,1.자동차_71100_1.wav,87,69.76,17.24
차량사이렌,1.자동차_71101_1.wav,126,69.59,56.41
차량사이렌,1.자동차_71102_1.wav,128,70.96,57.04
차량사이렌,1.자동차_71103_1.wav,112,75.89,36.11
차량사이렌,1.자동차_71104_1.wav,113,74.12,38.88
차량사이렌,1.자동차_71107_1.wav,68,66.84,1.16
차량사이렌,1.자동차_71108_1.wav,82,71.04,10.96
차량사이렌,1.자동차_71109_1.wav,71,65.26,5.74
차량사이렌,1.자동차_71110_1.wav,81,68.6,12.4
차량사이렌,1.자동차_71111_1.wav,121,73.03,47.97
차량사이렌,1.자동차_71112_1.wav,113,74.93,38.07
차량사이렌,1.자동차_71113_1.wav,75,61.94,13.06
차량사이렌,1.자동차_71114_1.wav,69,61.48,7.52
차량사이렌,1.자동차_71115_1.wav,74,67.94,6.06
차량사이렌,1.자동차_71117_1.wav,88,71.42,16.58
차량사이렌,1.자동차_71118_1.wav,80,72.39,7.61
차량사이렌,1.자동차_71120_1.wav,94,68.27,25.73
차량사이렌,1.자동차_71121_1.wav,81,69.52,11.48
차량사이렌,1.자동차_71122_1.wav,75,63.71,11.29
차량사이렌,1.자동차_71123_1.wav,71,67.27,3.73
차량사이렌,1.자동차_71125_1.wav,99,68.72,30.28
차량사이렌,1.자동차_71126_1.wav,72,67.84,4.16
차량사이렌,1.자동차_71127_1.wav,92,66.94,25.06
차량사이렌,1.자동차_71128_1.wav,73,66.77,6.23
차량사이렌,1.자동차_71129_1.wav,73,66.86,6.14
차량사이렌,1.자동차_71130_1.wav,68,67.09,0.91
차량사이렌,1.자동차_71131_1.wav,70,67.81,2.19
차량사이렌,1.자동차_71132_1.wav,69,68.5,0.5
차량사이렌,1.자동차_71133_1.wav,75,67.59,7.41
차량사이렌,1.자동차_71134_1.wav,71,66.48,4.52
차량사이렌,1.자동차_71135_1.wav,69,66.54,2.46
